customer_tweet_id,customer_text,agent_tweet_id,agent_reply,created_at
2760358,I have ordered this product and waiting for the delivery. Just curious if its a refurbished one which is still fine with me. But i will be really upset if i get a first copy from china. Because the description and customer reviews belong to original beats by dre.,2760360,I get your concern regarding an order. Please contact us here: and our support team will assist you regarding the order. ^BS,Tue Nov 21 08:07:17 +0000 2017
1719247,Yeah. I'm gonna try doing that. Thank you for the help :),1719249,You're welcome. Do keep us posted for any further concerns. ^SG,Mon Nov 27 14:57:45 +0000 2017
989862,"Oh hello there, I have been promised free next day delivery but I am not getting that ☹️",989861,"Hi, With Prime we offer one day delivery from the date of dispatch, not from the date the order was placed. This is sometimes mistaken for next day delivery. What date did it dispatch? ^KK",Sat Nov 25 10:48:45 +0000 2017
2311980,Sorry my mistake. That order was placed via amazon.de (other order todat via co.uk),2311982,You can contact the amazon.de customer service via this link: ^MH,Sun Nov 12 22:08:08 +0000 2017
75991,Surely non-discount orders get priority though?,75989,"Hi, Rachel! All of our orders are treated with the same loving courtesy, with the only priority being based on when the order was received. Delays can occur for many reasons, such as bad weather and carrier capacity. I sincerely apologize for any inconvenience. ^SP",Thu Nov 30 11:34:37 +0000 2017
2663404,For more clarity look into this image from another iOS device which is iPhone 5s,2663405,I'll be sure to pass your comments as feedback to our concerned team for review. ^GS,Tue Oct 31 08:39:35 +0000 2017
2744203,It says it was delivered!,2744202,Thanks for the update! We'd like to look into this with you in real time. Please reach out to us via phone or chat here ^AJ,Mon Nov 20 19:03:24 +0000 2017
382362,"Have you guys checked the details. Also, it too long now. Sorry for that but now it's annoying and making me angry",382364,I understand it is taking time but please be assured we're working on this and we'll get back to you at the earliest. ^PB,Fri Oct 27 14:48:02 +0000 2017
1398448,Please give me an email address to contact you or DM me. Thanks,1398446,You can also contact us via e-mail using the link provided. A quicker contact option is phone or chat. ^AB,Sat Oct 28 16:09:41 +0000 2017
2435220,Did all that. I noticed that FSgo clears up when it goes to commercials. Why do all of the apps do this? Are apps not up to date for this?,2435221,"We would be happy to troubleshoot further, please contact us here: ^AF",Sun Oct 29 14:55:28 +0000 2017
779299,Pls provide the details,779300,Please share your details using the above link and we'll get in touch with you.^BA,Sat Oct 28 19:28:22 +0000 2017
1373642,"Sold by Amazon CA, not market seller. B072V8MMX7. List was 99.99 in June 27, Prime savings 20.00. List price dropped to 79.89. Lost Pr Svgs",1373643,I recommend reaching us by phone or chat here: We can look at the order in your account. ^SJ,Sat Oct 28 01:21:33 +0000 2017
2440747,"No further instructions, I was given promo credit and the promise that it won't happen again. And of course, it did... I was told they put the complaint through as a top priority but I will not hear a reply as it's 'internally managed'.",2440748,"We'd like to have a member of our team look into this with you, please provide you order and contact info here: ^AG",Wed Nov 15 23:31:53 +0000 2017
1759073,Thanks for quick response but this is not unusual given delivery issues for last few months. Can cite more. Reporting it does not help much.,1759075,Sorry about the disappointment caused because of this. I'll forward this internally as a feedback for review. ^NR,Tue Nov 07 22:15:49 +0000 2017
1428261,Yeah it was supposed to be shipping today and haven’t shipped,1428263,"Hello, sorry to hear it hasn't shipped yet. What was the delivery date provided to you via email ? ^CR",Thu Nov 02 05:58:23 +0000 2017
155226,So it’s not a promise fulfilled by amazon but by the supplier? That seems a bit false advertising. I’ll accept it tho,155225,"Hi, was the item your ordered sold by Amazon or was it sold by a seller? ^BZ",Thu Nov 23 09:14:22 +0000 2017
2435005,Can't login it says Account locked Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.,2435008,We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: ^MH,Sun Nov 19 20:07:14 +0000 2017
2602214,Yeah there is no dispatch date there. Just one day delivery due Moday.,2602212,One day delivery is from when it is dispatched. Here's more information: ^PK,Fri Nov 17 08:26:34 +0000 2017
56840,we have been hearing that since 2 years. Almost 60k monthly is being chewed on wrong shipping updates! Still no actions. #HearUsAmazon,56841,I understand your concern. Request you to share your details in the link provided earlier and we'll help you with this. ^SQ,Wed Nov 01 20:35:30 +0000 2017
870125,"If you mean an acknowledgment to my email, yes, that was already sent by your team. However nothing with respect to my order status was emailed to me. I cancelled my order eventually.",870126,I'm sorry about the experience. I'll be sure to pass your feedback to the concerned team internally. ^SG,Sat Oct 14 18:33:06 +0000 2017
319106,You'll are just making a fool of yourself and the customer. I NEED A DAMN CALL ASAP.,319110,Please revert to the email sent here: and we'll get in touch with you soon. ^PS,Sun Oct 08 07:34:58 +0000 2017
1529921,The last tracker today says it will arrive between Saturday and Wednesday. If I needed it next week I wouldn’t have been using prime,1529923,Thanks for the update. Unforeseen circumstances may cause delays. Please let us know if you don't receive it by the new date. ^GG,Fri Nov 03 20:15:56 +0000 2017
2149556,the seller left the Amazon market place.,2149557,"Hmm, I see! Your order may qualify for our A-Z guarantee. Have you checked the conditions listed here: ^QJ",Thu Nov 09 02:20:10 +0000 2017
2391276,Either implement omnichannel customer service or forget it.,2391277,"That's quite a remark. Please drop your details through the link provided earlier, we will have this checked for you. ^NK",Tue Nov 14 13:13:35 +0000 2017
181017,I am requesting you to add msg(abt cashback) when user selects net banking.,181016,I'd be sure to make a note of your comments and pass it along as a feedback to the concerned team for review. ^MA,Wed Oct 04 12:43:29 +0000 2017
777844,The order was supposed to reach me in 3-5 days,777846,I understand your concern. Could you please let us know what's the estimated delivery date provided for the order? ^AP,Thu Oct 12 04:19:14 +0000 2017
577679,"THANKS BUT I DON'T SEE INFO ON HOW TO USE THE REMOTE. IT REALLY SHOULD NOT BE HARD TO REWIND OR TURN VOLUME UP. ""TURN VOLUME UP"" OR ""REWIND 1 MINUTE"" SHOULD BE ALL. IT SAYS IT CAN'T OR DOES NOT WORK WITH MY ""DEVICE"" SMH. WHICH IS A SONY SMART TV. LESS THAN A YEAR OLD",577681,"Apologies, there is a more specific link to our help page with the information you requested: ^BD",Sun Dec 03 10:20:30 +0000 2017
2301356,Thank you for your concern. I called customer service and it was rectified.,2301358,You're very welcome! I'm glad we were able to get that taken care of for you. ^DG,Sun Nov 12 22:56:09 +0000 2017
1506287,It was supposed to be here tomorrow but my email is saying it’s been delivered I can’t track it or anything. __email__,1506289,"Check with these tips We're unable to access your order information over Twitter. If 36 hours passes and you don't have it, speak to us by phone/chat: ^MG",Mon Nov 20 14:46:24 +0000 2017
984716,I let go of better offers with other sites to buy this from you. Feel cheated! Own up!,984719,Apologies for the unpleasant experience. Kindly share your details here: and I'll contact you. ^GS,Sun Oct 22 10:30:36 +0000 2017
274602,sent an email about an hour ago when I woke up :) I was hoping that maybe it would arrive while I was sleeping but wasn't the case :/,274604,Thanks for clarifying Angelos. Please keep us posted. ^TP,Fri Oct 06 06:14:39 +0000 2017
382868,Hi I hv tried to reset my password to access on that form but it's not working,382867,You can request for a call back here: and get help with your password reset. ^CB,Sat Oct 21 14:14:06 +0000 2017
307284,I'm not sure I got the code thru Disney movie club,307286,Have you tried to redeem the code on our site yet? Here's how to do so if not: Keep us posted! ^DW,Sat Oct 07 00:10:38 +0000 2017
579033,"I asked for yesterday's parcel to be left with my next door neighbour, as I don't have a safe place, nothing should be left anywhere other than where I instruct &amp; as My neighbours didn't take it in either I would like to know where it was left!",579030,"We'd like to take a closer look into this for you, Tracey! Please contact us here so we can give this the attention it deserves: ^SA",Sun Dec 03 11:05:26 +0000 2017
635779,Hi I have just checked the tracking and it will be here tomorrow just don't know why it has taken so long thanks anyway tho 😘 X,635780,Understood! Please let us know if you have further questions or concerns. We're here to help! ^TG,Wed Nov 22 18:55:19 +0000 2017
494886,I have used amazon for years and never had this problem. Customer services told me that it was probably because you hire new drivers at Christmas and its not possible to reattempt delivery tonight even though that is when I ordered it for. Really poor service. Not at all happy.,494888,"Hello, Katie. I'm sorry we've let you down. We'd like the opportunity to look into this situation with you and explore available options. Please contact us via phone or chat here: ^MW",Fri Dec 01 17:59:11 +0000 2017
2171078,The Carrier is Amazon Shipping. I am also being told on the website expected delivery is now the 18th-22nd? So i might not receive the actual Game until Thursday...,2171079,"We'd like to check on this for you. When you have a moment, please call or chat with us here: ^MB",Fri Nov 17 21:50:28 +0000 2017
2641735,So are you guys fixing it or I have to go to the link you sent me.,2641736,Please visit the link provided by ^WT. This will send you directly to our Account Specialist team to resolve this. ^EB,Tue Oct 31 01:44:37 +0000 2017
1496627,How many time i have to can u did not check ur email which given in ur tweet ??,1496629,We've received your write back and we're working on it. We'll get back to you at the earliest. Appreciate your patience. ^OS,Fri Nov 03 12:41:23 +0000 2017
160389,I kept getting time out errors. I checked on isitdown and it detected problems. Then no issue after about 2 minutes. Probably just high traffic at that time,160388,Thanks for keeping us updated! ^WT,Fri Nov 24 18:17:42 +0000 2017
1722923,Requested information updated,1722924,"Thanks for confirming. As you've shared your details, we'll reach out to you soon. ^AS",Tue Nov 07 11:29:47 +0000 2017
74314,And then it turns up at 20:30. FFS!,74313,"Oh my! Thank you for keeping us in the loop, Mark! Please let us know if you have further questions or concerns. We're here to help! ^TG",Thu Nov 30 20:28:54 +0000 2017
1722909,"Is the restriction on my app store or the app is not available in my country. If it's my app store, how can I change that?",1722911,"Hi, where are you trying to access it from? ^AS",Tue Nov 07 09:51:38 +0000 2017
226145,Arrange a call for me! I'll explain you what went wrong.,226147,Kindly get in touch with us here: and we’ll be glad to help you. ^AG,Thu Oct 05 08:10:59 +0000 2017
2260647,Nov 1 (2017) Is the latest,2260646,"When you spoke with us previously, what options or insight were we able to provide? ^ML",Sat Nov 11 02:03:40 +0000 2017
313823,But why will i keep a phone that is not working ??? your engineers have confirmed the same that this phone is bad. It doesnt switch on .,313825,Please provide your details through the mentioned link and we'll get back to you soon. ^SI,Sat Oct 07 06:34:06 +0000 2017
64039,"Yes, but I also received a new (incorrect) delivery date on Monday. I spent a few hours on the phone with UPS today, maybe tomorrow will be different. I'm not concerned with the delay itself, I am with the inaccuracy. Don't call it an guarantee if it's gonna take 2x as long.",64041,Thanks for keeping us informed. Please keep us posted about the delivery tomorrow and let us know if there are any further issues.^PJ,Thu Nov 30 08:23:52 +0000 2017
1091312,But now it just shows itll be here Oct. 31,1091311,"The shipping speed refers to the time taken to arrive, in business days, once shipped. Details: ^BV",Mon Oct 23 23:29:03 +0000 2017
1680929,Its been over 24hrs and i still have not been called as promised by you're customer service rep Jarvis ! Need this sorted ASAP as its needed for the weekend,1680930,I'm sorry you had a poor experience with us! Please phone/chat in so we can take a closer look at this. ^RM,Wed Nov 08 06:16:42 +0000 2017
862549,"Finally, the customer support is there to support customers and not sellers. This is fundamental. This can't be solved by your call center.",862551,When reported to Seller Support what was advised? Have you looked at the requirements here: ^NV,Wed Oct 18 06:23:54 +0000 2017
989678,I do not think anybody has used prime videos. Check please my account turhan.ozen[at],989679,"We do not have access to account specific information via Twitter, but you can reach out to us here: we can look over your account and see what exactly was accessed. ^TE",Sat Nov 25 15:07:11 +0000 2017
2292145,I have contacted customer care executives bt nothing happened Your Amazon.in Order # 408-7745702-0134733 Nw showing delivery between 26 to 30 november Why give false assurance if one can not keep it words Assured delivery on 26 November Bt nothing happened,2292147,"Apologies for the delay. Kindly wait until the new estimated delivery date. If we miss on that, do keep us posted so that we can resolve. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MN",Sun Nov 26 16:23:27 +0000 2017
2113623,"Cancelled the order Saturday, money showing up in my account but not able to withdraw, keep getting this every time I try to order it again",2113625,Have you had a chance to contact your bank? You can also check the status of your refund here: ^LS,Wed Nov 08 18:07:53 +0000 2017
1251987,"Well, I did and nothing was able to be done of value, as expected. Yeah, I'm done with amazon.",1251989,What did customer service advise? ^PK,Thu Oct 26 07:32:53 +0000 2017
2930635,"I did and the CSR did say they will look into the matter. However, I wasn’t provided a complaint number as the CSR said they will look into it internally.",2930637,Sorry about the stretch. May I know if you checked for any correspondence received from our support team here: ^BS,Wed Nov 29 08:32:46 +0000 2017
2116142,"Yes. My items will be delivered today uptown 9PM I want a more definitive time. Also your customer service representative says half of my items aren't coming today as promised. The app, website and emails disagree with this. Not good enough.",2116143,We don't have a way to give specific delivery times &amp; we do deliver until 9PM. Please let us know if they don't arrive by then ^AD,Wed Nov 08 14:37:59 +0000 2017
1770188,that only brings me to the sign in page? where is the help? it does not allow any,1770191,Sorry about that. Please try contacting us using this link instead: so we can look into this. ^LH,Wed Nov 08 04:39:59 +0000 2017
1568806,lololol (I was passed to Aldo twice btw),1568809,"Sorry to hear that, the agents will be trained on this so it will not happen again. ^JJ",Tue Oct 17 06:05:46 +0000 2017
671775,"And, I’m a prime member. And now I’ve spent 30 minutes chatting with people who seem to not fully understand what their jobs are. (Helping and providing solutions)",679052,Sorry to hear this - were we able to confirm that delivery status? Is there any tracking information available ? - Tony D,Thu Nov 23 07:54:26 +0000 2017
1107882,thats been done. my issue is the refund and no notification. and the appalling level of service. been on hold for over 30 minutes,1107883,"Hi Brant, I'm sorry it took you that long to resolve. You can set to receive renewal notification: ^AT",Sun Oct 15 11:18:11 +0000 2017
1680688,Already did but my problem is not solved !,1680690,"We'd like to look into this, please share your details here: ^HA",Tue Oct 17 16:41:03 +0000 2017
307195,My order now says it will be delivered Oct. 10. That's ridiculous. What's the point of having Prime?,307196,"I'm sorry for the delay! Has your order officially shipped? If so, who is the carrer?. ^ST",Sat Oct 07 22:48:22 +0000 2017
350303,Just pls help to get my gift card as it's all I received after long hard work. Plsss🙏,350304,We'll contact you with an update soon. Request you to wait. ^ZH,Sun Oct 08 20:16:47 +0000 2017
1071156,"if you could give me email or somethingSo i can identify myself, so you can fix my account and the cancelled orders on the bits",1071160,"Hi, please contact my colleagues via this link: you can skip the registration ^AK",Sun Oct 15 01:44:43 +0000 2017
990363,"I was promised via your chat service that my card wouldn’t be charged for this, but now I have been anyway. Not really amused...",990364,My apologies. Jasper. What were you advised when you contacted us back following the chat? ^DC,Tue Oct 24 08:57:19 +0000 2017
478571,I've no option other than to wait a week for delivery of the item guaranteed to me today. I've already tried to sort that with a rep. And my lost item has already been resolved too.,478570,I just wanted to make sure we addressed everything for you. ^SY,Fri Dec 01 12:28:10 +0000 2017
200022,For what? Your sales make no sense to me as I don't find #discounts I have been waiting for. Shameful! #readinglist #writing #books #novel,200021,I understand your concern. I'll forward your feedback to the team concerned for review. ^HD,Wed Oct 04 19:43:01 +0000 2017
1043652,You are saying you will work on it. That means you have not started yet. And what about work since I made complaint on Sat,1043653,We're working on your issue and will get in touch with you at the earliest. Please keep an eye on your mail box. ^OS,Mon Oct 23 09:53:52 +0000 2017
2924507,It says it should arrive today but there is no update on the package since November 25th,2924505,Thank you for this information! Is it coming from Amazon or from a third-party seller? ^SJ,Wed Nov 29 02:58:47 +0000 2017
1085996,Still havent received said parcel that should of been here on the 19th pay for next working day recive no updates or reason why it’s delayed,1085995,"I'm sorry, James! We'd like to look into this with you in real time! Please reach out to us here: ^CN",Mon Oct 23 17:58:53 +0000 2017
2424497,Theses are them ^,2424495,You can find more details about the Warranty and Support for this item on the product page under the Product Information section further down the page. Have you reached out to us to check the available options for this: ^ME,Tue Nov 14 18:56:31 +0000 2017
2265609,"i shop from Amazon not from seller ,u deal with it nt me , amazon didn't even try to get in touch with Customer and thn u have ur uneducated staff as well",2265608,Apologies for the bad experience with our service and the seller. I'd like to help you with the issue. Please fill in your details using the link: and I'll get in touch with you soon. ^AK,Sat Nov 11 04:50:28 +0000 2017
2170838,"Yup, Thursdays, last week it showed up in my app around Saturday instead of Thursday.",2170836,Thanks for letting us know that! I'll certainly forward the info to the concerned department internally. ^PR,Thu Nov 09 12:34:48 +0000 2017
175377,I can understand that it's black Friday but I was informed it would definitely be here tomorrow.,175376,"Oh wow! Have you contacted the carrier yet to see if they have any insight they could provide? Let us know if you don't get your package, we'd be happy to help! ^LL",Fri Nov 24 23:52:10 +0000 2017
954899,That an investigation has been triggered. I want someone from the UK side of amazon to call me this morning,954900,"Hi, We are unable to access your account via Twitter. We would have to ask you to reach out to us directly. Once an investigation has been started we will reach out to you directly once its completed. ^CR",Sat Nov 11 08:10:11 +0000 2017
1125318,Yes it is,1125320,I'm afraid we don't have access to account details here. Pls reach out to seller support again ^KM,Tue Oct 24 10:41:21 +0000 2017
1254563,No. I got frustrated with the agent after ~15 minutes. I sent the email ~30 minutes ago.,1254564,Okay thanks Nick- Please keep us posted once you hear back. ^NV,Thu Oct 26 07:28:03 +0000 2017
183249,here’s what it says!,183248,Please contact us here: ^MC,Wed Oct 04 12:02:00 +0000 2017
427338,You delivered to this address before. Why is it a problem now?,427339,"Sorry for the inconvenience, we do not have access to your account, please contact our Customer Service for more information. ^AZ",Tue Oct 10 14:16:28 +0000 2017
2495436,USPS for both orders,2495437,Thanks for letting us know! Please allow us to look into this further with you here: ^QJ,Mon Oct 30 01:53:38 +0000 2017
219561,I have not received any email. Yesterday also I was asked to revert on email provided I didn't receive any email yesterday also.,219560,You may check for the correspondence here: ^AK,Sun Sep 17 06:10:33 +0000 2017
2387937,"It is not an option, this is extremely unsatisfactory, I am very upset that I will not be getting this resolved.",2387938,What happens when you press on the link provided? ^PK,Tue Nov 14 08:19:25 +0000 2017
349388,"Chased up an order again, after 4 prev attempts. Previous Prime acc credit queried which was not refunded then you canx prime without auth.",349390,"Hi Wayne, please reach out to us here: we'd like to take a further out ^AS",Sun Oct 08 08:42:52 +0000 2017
1608732,Yes! When i go in my recent purchased it's not even there... can i give you the number of my order?,1608734,"We cannot access orders via Twitter, but we're here for you! Did you receive a confirmation e-mail for your order? ^JE",Tue Oct 17 13:30:03 +0000 2017
527765,"online chat have now told me (after no hint previously) that both items due on Thursday were damaged on Thursday and are not coming, and were never coming yesterday or today, the other one supposedly is still coming a day late. NOT GOOD",527766,"When you spoke with us on chat, were you told anything about a refund or replacement order?^BZ",Sat Dec 02 10:05:26 +0000 2017
1494292,"Already had conversation with your support team, Cant you check with the delivery team in a day and let know without delivering how they",1494295,"In that case, please share your details here: so we could look into it &amp; update you. ^RS",Fri Nov 03 11:11:42 +0000 2017
58159,"Everything went wrong in last 1 year. Every genuine concern is ignored with a Blind Eye. Seller Support, Escalation Support all failed.",58160,We'd like to take a closer look into this. Please fill in this form: and we'll look into it. ^SQ,Thu Nov 02 01:08:40 +0000 2017
478660,"Quick update, still waiting....case added to case and no movement after another 2 weeks...?",478658,"Hello, what were you advised when you reached out to us? Were you advised with a time frame for an update? ^CR",Fri Dec 01 12:05:14 +0000 2017
2291037,Sorted thanks. I'll be returning the unwanted item today,2291038,That's great to hear - thanks for letting us know :-) ^TD,Sun Nov 12 11:12:09 +0000 2017
2974837,nope :( I'm gonna contact support after 8 passes if it hasn't arrived. I appreciate the pro-active response though ^_^,2974838,Of course! Please keep us updated on the arrival of the package! ^DG,Thu Nov 30 03:43:09 +0000 2017
1117729,Not sure what to look for in above link.. I've already returned product ..,1117730,"The link shared above is for Message Center of the app. If you shared your details, you can find our response here. ^CB",Tue Oct 24 10:52:53 +0000 2017
893338,Attempting to deliver after hours multiple times. Absolutely incompetent!,893341,A member of our team would like to look into this. Please provide us with your details here: ^LH,Fri Oct 20 21:17:21 +0000 2017
2598382,Whereas I have bought lots of other products from same address...then y this time u are saying that the address is invalid? Please give me the answer,2598384,We would like to assist you further with this. Can you please get in touch with us directly by clicking the following link: ^BZ,Fri Nov 17 10:02:14 +0000 2017
1325666,I have updated in the 'delovery feedback' section. Kindly act on it.,668,Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: &amp; we'll be glad to help! ^FR,Mon Oct 16 12:33:18 +0000 2017
1691617,"It just says AMZL US. I submitted an email to customer service, but I'm still waiting for a response. I just want my package.",1691615,Please keep us posted on what options we give you via e-mail. ^AR,Mon Nov 06 18:16:51 +0000 2017
756366,Already done. And every time they r writing 6 hr to reapond or call back. But nothing like that. This is a fraud company,756370,"I understand your concern, please contact us here: so that we can assist you accordingly. ^JS",Thu Oct 12 14:07:03 +0000 2017
2161856,Its blocked due to u dont serve my call. Y should I sned email. Ur system it nt work so u should work on it.,2161857,We're unable to access your account details on Twitter. Kindly email us and we'll get back to you soon. ^PS,Thu Nov 09 08:25:08 +0000 2017
136821,"Now we're getting ""low bandwidth"" messages on the Amazon Video app, but again not on anything else. Help, ! There's clearly something funky with your app on TVs",136819,Please reach out to us here with the provided link so we may look into this further: ^CR,Fri Nov 24 10:03:55 +0000 2017
470883,Ok. Thanks for informing. Will update you after 72hrs.,470884,"You're welcome! Keep us posted for any issues, good day! ^YP",Fri Dec 01 09:58:57 +0000 2017
838989,As seen on this link,838991,"Hey. This item is no longer offered at this price, suggesting it has been sold, and currently available from other sellers^TP",Fri Oct 13 11:23:58 +0000 2017
930346,"Still no reply as yet. Can you update me, as saying ‘out for delivery’ since 7.38am this morning?",930347,"Keep an eye on the status, deliveries can come as late as 21:00. Let us know if it doesn't arrive! ^MJ",Tue Nov 21 18:26:48 +0000 2017
2818522,#AmazonLogisticsIsWorseThanLaserSuck #WhenUSPScanBeConsideredBetterThatIsHowBadAmazonLogisticsIs,2818520,"Hello Brandon! I'm sorry for the delay. Without sharing personal details or account information, would you tell us more about the issues you're facing? We'd like to help where we can. ^KL",Mon Nov 27 03:59:46 +0000 2017
1490277,"Now expected Nov 25 - 28, USPS",1490278,"Thanks for confirming with us, Anthony! Please let us know if you do not receive your order by the time frame provided in your order tracking! We're always here to help! ^VB",Sun Nov 26 22:20:41 +0000 2017
93682,"Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via but wouldn’t schedule the delivery for today.",93681,When your package are being delayed are you noticing that it is with a certain carrier? We would like to help in any way possible! ^LS,Wed Nov 29 18:50:43 +0000 2017
525625,How do you rank that solution to be best? I need email is of some one responsible. Your email is simply a copy paste job. I have been raising complain since 01 November but that doesn't ring a bell in you ears. Post Numerous phone calls and emails you are telling that no return,525626,"As the return window for the product has expired we request you to contact the manufacturer. Please proceed as per the resolution provided in the email. For further assistance, please reply to the correspondence. ^AH",Sun Dec 03 03:29:02 +0000 2017
1373243,"Oct 27-29, but the package has been in San Antonio since noon, this is dumb as hell y'all",1373244,"If the order does not arrive by the new delivery date, please let us know by phone or chat using: ^CH",Sat Oct 28 00:52:59 +0000 2017
120164,AMZL US? And says it was out for delivery but status says it's lost.,120165,Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: ^MO,Thu Nov 23 23:27:35 +0000 2017
30531,have provided all the details in the link sent. Lets see what action is taken now.,30532,Thanks for the heads up. We'll check and reach out to you with an update soon. ^GS,Thu Nov 02 06:41:27 +0000 2017
239739,Yes sir ! And u ppl seem to sleeping on that since a month now !!,239740,Apologies for this ordeal. Please share your details here: and I'll get in touch with you. ^HD,Wed Oct 11 19:44:13 +0000 2017
1048140,Plz check your internet connection after you log in your email id,1048138,Does this occur when you are trying to log into other sites? Have you tried using a different browser? ^CR,Mon Oct 23 07:06:15 +0000 2017
971046,Whatever I have received I had responded on the same I don't have any in last 1 week,971047,"If you've responded to the email from social media team, we'll check the details and get back to you. ^SU",Fri Oct 27 13:47:05 +0000 2017
2612253,Hi the tracking says as left in letterbox. My neighbour not seen anything either and she is my designated person to collect parcels when I am out.,2612251,"Hey John, how long has it been since the order was marked as delivered? ^MA",Fri Nov 17 12:27:01 +0000 2017
2530442,I have replied to your tweet. Now I want this thing rectified today! provide me details why is not here?!,2530444,Thank you for confirming that you have shared your details. You should hear an update from us soon. ^MP,Mon Oct 30 10:39:32 +0000 2017
2159326,Yes reported and contacted via call so many times but everytime false assurances.,2159327,"Apologies for the hassle. I'd like to help you with this, kindly drop in your details here: and we will look into this. ^AH",Tue Nov 14 07:44:09 +0000 2017
2530234,"Ok thank you, and Chris Brown's album Heartbreak on a Full Moon is supposed to release tomorrow, why does amazon say November 3rd? Thank you",2530236,"Hi, 4 November is the availability date we've been provided with. ^TS",Mon Oct 30 10:15:43 +0000 2017
2338835,"""pending"". Same as it is now.",2338838,Sorry to hear that. Get in touch here: and we'll be happy to help. ^RS,Fri Oct 20 07:01:44 +0000 2017
2795402,It’s 5pm night time. My package still not here. Don’t think anyone delivers packages at night. Here is tracking info TBA558439396000,2795400,I understand your concerns. Deliveries can take place until 8:00 pm! Keep us posted. ^BL,Tue Nov 21 22:02:08 +0000 2017
2682928,"It was a FedEx truck, the package was handed to me like that",2682930,Thank you for the info. Have you had a chance to reach out to the carrier directly to provide your feedback? ^WM,Tue Oct 31 16:46:14 +0000 2017
2205215,The order you just linked to is the USPS order that was successfully delivered. How do I leave feedback re my UPS delivery?,2205214,"The first link gives you the carrier's information, and the second one gives you an option to contact us about this order or leave feedback regarding this carrier. I hope this helps a bit more. -Anita",Thu Nov 09 23:04:55 +0000 2017
469440,Sold by Trtl fulfilled by Amazon,469439,"I'm sorry for the delay! We strive to meet the delivery date provided in your order confirmation, but one rare occasions, unexpected delays may occur. Please keep us posted if you haven't received your order by Sunday. We want to ensure your order is received! ^BN",Fri Dec 01 07:01:28 +0000 2017
136166,"Unfortunately not, both orders are stuck like this",136164,Hi Stephen. What was the estimated delivery date given at the time the order was placed? It'll also be stated in your order confirmation e-mail. ^DC,Fri Nov 24 09:30:33 +0000 2017
2320240,I've spent the last hour on to your chat and it was hopeless,2320241,What information and options were we able to provide when you contacted us? ^CS,Mon Nov 13 14:01:56 +0000 2017
450820,Your couriers said they attempted delivery but they obviously didn’t. That is fraudulent. They are lying.,450822,"I would like a team member to look into this for you, Frederick! Please add your details here: and we will be happy to investigate this! ^FR",Thu Nov 30 21:53:05 +0000 2017
22514,"Except that isn't the case. 1 Why not? 2 Why are you sending people to The Works? 3 Why is that book in Home &amp; KItchen? 4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to? 5 What is the point of having Prime?",22515,Please reach out to us here so we can look into this for you Linda ^KM,Wed Nov 01 09:35:23 +0000 2017
1474628,And now you've checked out.,1474632,"I'm sorry for the wait. If you haven't received it by the end of today, please reach us again here: ^MO",Thu Nov 02 22:17:20 +0000 2017
348224,Ok mgmt team I got a conversation with your support team. On their demand to complete the procedure I had given 24hrs more and waiting for.,348225,Kindly wait till the time frame mentioned. I'm positive your issue shall be resolved. ^AS,Sun Oct 08 08:50:39 +0000 2017
1774514,"Naaah man... Not on msg, not email, not on twitter, not on call... Ur reply is nowhere... U still suck 😂😂😂😂 Need for connection??",1774516,Twitter being a public platform we do not have access to your order details. Please reply to the email for better insight. ^SI,Wed Nov 08 05:31:46 +0000 2017
1742664,"That would be brilliant, thank you KN!",1742663,You're very welcome. :) ^NV,Tue Nov 07 14:18:36 +0000 2017
2611672,Sorry but I was not trying to buy from the Kindle app but from the Amazon app instead which I would expect to work. Would it be possible? I am in Germany.,2611673,You can't buy in the Amazon app on iPhone. I cannot promise if this will be possible in the future. Regards ^TA,Fri Nov 17 13:50:02 +0000 2017
279890,Everytime i tweet i get a link and i filled the details but there is not any solution given to me till date.,279891,"If you've shared your details, you should've received a correspondence from us. Kindly check: ^AK",Tue Oct 10 08:14:43 +0000 2017
128739,You don't seem to be listening,128740,I'm so sorry for the frustration this has caused. This isn't what we strive for. I'd like a member of our team to escalate this for you to make sure the appropriate action is taken. Please provide us with your details here: ^NS,Fri Nov 24 05:35:54 +0000 2017
1738980,It says Sold by 4YH Textiles® and Fulfilled by Amazon.,1738978,"Since you haven't received it, please contact us: so we can provide refund/replacement options ^AD",Tue Nov 07 16:36:56 +0000 2017
230939,"Bank has denied raising a dispute, as they have no information about transaction.",230938,"As mentioned earlier, kindly respond to the correspondence which you've received from us. ^KN",Thu Oct 05 08:49:25 +0000 2017
1406581,In the next 25 mins,1406586,"Thanks for the information, Tyler! Just to clarify, what is the expected delivery date of this order? ^AL",Sat Oct 28 19:05:14 +0000 2017
816934,prime refund me full subscription fee😡 why the hell u don't show me telugu movies?app is full of useless films,816935,May we know from which place are you trying to access your Prime video account? ^HR,Fri Oct 13 06:57:20 +0000 2017
